,Interested_in,City,Disposition,Referer,Campaign,Disp
820,Saving Account,Srinagar,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Payment_Wallet-facebook,NC
821,,Saharanpur,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
822,",Credit Card",Jaipur,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
823,",Loans",Puducherry,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Competition-facebook,NC
824,",Loans,Trading Account",Ghaziabad,Not Contactable-Busy,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
825,,Chennai,Not Contactable-Busy,Savings Account-fixed deposit,Search_PAN_India_Core_Fixed_Deposit_Exact-google,NC
826,,Hubli-Dharwad,Customer Disconnected,Savings Account-fixed deposit,Search_PAN_India_Core_Fixed_Deposit_Exact-google,Customer Disconnected
827,",Current Account",Gorakhpur,Customer Disconnected,Yes First,YES_First_Savings,Customer Disconnected
828,,Thanjavur,Not Contactable-Not reachable / Switched Off ,Savings Account customizable - Wishfin,Deal4loans,NC
829,Saving Account,Surat,Customer Disconnected,Savings Account-SeniorcitizenFD,Search_PAN_India_Senior_Citizen_Fixed_Deposit_Core_BMM,Customer Disconnected
830,,Coimbatore,Not Contactable-Language Barrier,Savings Account-fixed deposit,Yes_Bank_WC_FD_Competition-facebook,NC
831,",Credit Card,Loans,Current Account,Trading Account",Bharatpur,Not Contactable-Busy,Savings Account-fixed deposit,Yes_Bank_WC_FD_Payment_Wallet-facebook,NC
832,",Loans",Guntur,Customer Disconnected,Savings Account-fixed deposit,Yes_Bank_WC_Green_FD_Investment-facebook,Customer Disconnected
833,,Ghaziabad,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
834,,Tiruchirappalli,Customer Disconnected,Savings Account-SeniorcitizenFD,Search_PAN_India_Senior_Citizen_Fixed_Deposit_Core_BMM,Customer Disconnected
835,",Credit Card,Loans",Mumbai,Not Contactable-Ringing No Response,Savings Account customizable,mailer_netcore_6percent_SA_1004-affiliate,NC
836,,Salem,Not Contactable-Ringing No Response,Savings Account customizable - Wishfin,Deal4loans,NC
837,,Bangalore,OCM disposition - Not contactable,Savings Account customizable - Wishfin,Deal4loans,NC
838,",Current Account",Pune,Not Contactable-Number temporary Not in Service ,Savings Account customizable,mailer_publishername_6percent_SA-affiliate,NC
839,,Srinagar,Not Contactable-Not reachable / Switched Off ,Yes First,YES_First_Savings,NC
840,",Current Account",Amritsar,Not Contactable-Ringing No Response,Yes First,YES_First_Savings,NC
841,,AZAMGARH,Not Contactable-Busy,Savings Account customizable - Wishfin,Deal4loans,NC
842,",Credit Card,Loans,Trading Account",Pune,Customer Disconnected,Savings Account customizable,mailer_Dangleads_6percent_SA-affiliate,Customer Disconnected
843,",Credit Card",Hyderabad,Not Contactable-Not reachable / Switched Off ,Yes First,banners_bookmyshow_yesfirst,NC
844,",Loans",Surat,Customer Disconnected,Yes First,banners_bookmyshow_yesfirst,Customer Disconnected
845,",Credit Card,Loans,Current Account,Trading Account",Mathura,Not Contactable-Number temporary Not in Service ,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
846,,Mandi,Not Contactable-Busy,Savings Account-fixed deposit,Yes_Bank_WC_FD_Payment_Wallet-facebook,NC
847,",Credit Card,Loans,Current Account,Trading Account",Patna,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
848,",Loans",Kota,Customer Disconnected,Yes First,nativeads_columbia_yesfirst,Customer Disconnected
849,",Credit Card",Bhubhaneshwar,CDR disposition-Not Contactable,Savings Account customizable,mailer_Accugen-affiliate,NC
850,",Loans",Ahmedabad,Customer Disconnected,Savings Account-fixed deposit,Yes_Bank_WC_FD_Competition-facebook,Customer Disconnected
851,",Credit Card",New Delhi,Customer Disconnected,Savings Account customizable,mailer_netcore_6percent_SA_1004-affiliate,Customer Disconnected
852,",Credit Card",Hyderabad,Not Contactable-Not reachable / Switched Off ,Savings Account customizable,mailer_netcore_6percent_SA_1004-affiliate,NC
853,,Aizawl,OCM disposition - Not contactable,Yes First,nativeads_yahoo_yesfirst,NC
854,",Credit Card,Trading Account",Firozabad,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Payment_Wallet-facebook,NC
855,",Credit Card,Loans,Current Account,Trading Account",Aurangabad,Not Contactable-Not reachable / Switched Off ,Yes First,nativeads_yahoo_yesfirst,NC
856,,Jaunpur,Not Contactable-Busy,Savings Account customizable - Wishfin,Deal4loans,NC
857,",Loans",Tuticorin,Not Contactable-Language Barrier,Savings Account-fixed deposit,Yes_Bank_WC_FD_Payment_Wallet-facebook,NC
858,",Credit Card",Gautam Buddha Nagar,Not Contactable-Busy,Yes First,YES_First_Savings,NC
859,,Ballabgarh,Customer Disconnected,Savings Account customizable - Wishfin,Deal4loans,Customer Disconnected
860,",Credit Card,Current Account,Trading Account",Thrissur,Customer Disconnected,Yes First,YES_First_Savings,Customer Disconnected
861,",Trading Account",Aurangabad,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Competition-facebook,NC
862,",Credit Card",Hyderabad,CDR disposition-Not Contactable,Savings Account customizable,mailer_netcore_6percent_SA_1004-affiliate,NC
863,,East Delhi,Customer Disconnected,Savings Account customizable,mailer_netcore_6percent_SA_1004-affiliate,Customer Disconnected
864,",Current Account,Trading Account",New Delhi,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Payment_Wallet-facebook,NC
865,",Credit Card",Nashik,Not Contactable-Busy,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
866,,Bhopal,Not Contactable-Busy,Savings Account customizable,Display_snapdeal-affiliate,NC
867,,Pune,Not Contactable-Ringing No Response,Savings Account customizable - Wishfin,Deal4loans,NC
868,",Credit Card",Jhajjar,Customer Disconnected,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,Customer Disconnected
869,",Trading Account",Thane,Customer Disconnected,Savings Account customizable,mailer_publishername_6percent_SA-affiliate,Customer Disconnected
870,Saving Account,Tiruchirappalli,Customer Disconnected,Savings Account customizable,mailer_way2online-affiliate,Customer Disconnected
871,,Madurai,Not Contactable-Language Barrier,Yes First,YES_First_Savings,NC
872,",Loans",Sikar,Not Contactable-Busy,Yes First,YES_First_Savings,NC
873,",Current Account",Agartala,Customer Disconnected,Yes First,nativeads_yahoo_yesfirst,Customer Disconnected
874,,Yadgir,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Competition-facebook,NC
875,",Current Account",Erode,Not Contactable-Ringing No Response,Yes First,YES_First_Savings,NC
876,,Dhule,Customer Disconnected,Yes First,nativeads_yahoo_yesfirst,Customer Disconnected
877,,New Delhi,Not Contactable-Ringing No Response,Savings Account-fixed deposit,mailer_Icubes_Fixeddeposit_SA_3010-affiliate,NC
878,",Current Account",Ghaziabad,Customer Disconnected,Savings Account-fixed deposit,Search_SQR_PAN_India_Brand_Yes_Insta_Mobile_Exact_New_LP-google,Customer Disconnected
879,,Aurangabad,Not Contactable-Ringing No Response,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,NC
880,",Credit Card,Trading Account",New Delhi,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
881,",Loans",Bhopal,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Payment_Wallet-facebook,NC
882,",Trading Account",Jamshedpur,Customer Disconnected,Yes First,nativeads_yahoo_yesfirst,Customer Disconnected
883,",Loans",Hosur,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
884,,Chennai,Not Contactable-Busy,Yes First,YES_First_Savings,NC
885,",Current Account",Pune,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
886,,delhi,Customer Disconnected,Savings Account customizable - Wishfin,Deal4loans,Customer Disconnected
887,,Kanchipuram,Customer Disconnected,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,Customer Disconnected
888,",Trading Account",Anantnag,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
889,,Jammu,Customer Disconnected,Savings Account-fixed deposit,Search_PAN_India_Brand_Fixed_Deposit_BMM-google,Customer Disconnected
890,,Delhi,Not Contactable-Ringing No Response,Savings Account customizable - Wishfin,Deal4loans,NC
891,",Credit Card,Loans,Current Account,Trading Account",Noida,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1225,NC
892,Saving Account,Chennai,Not Contactable-Ringing No Response,Savings Account customizable,PB_6pecent-aPB,NC
893,",Credit Card,Loans",Indore,Customer Disconnected,Savings Account customizable,mailer_trackbackmedia_6percent_SA-affiliate,Customer Disconnected
894,",Current Account,Trading Account",New Delhi,Not Contactable-Number temporary Not in Service ,Savings Account customizable,mailer_ventes_6percent_SA_54_-affiliate,NC
895,Saving Account,Vizag,Not Contactable-Busy,Yes First,nativeads_yahoo_yesfirst,NC
896,",Credit Card,Loans",Madurai,Not Contactable-Busy,Savings Account customizable,mailer_publishername_6percent_SA-affiliate,NC
897,",Credit Card,Loans,Current Account,Trading Account",Surat,Customer Disconnected,Savings Account customizable,mailer_publishername_6percent_SA-affiliate,Customer Disconnected
898,",Credit Card,Trading Account",Dum Dum,Customer Disconnected,Yes First,YES_First_Savings,Customer Disconnected
899,Saving Account,Vizag,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Search_PAN_India_Competition_Exact-google,NC
900,",Current Account,Trading Account",Mumbai,Not Contactable-Busy,Savings Account customizable,mailer_ventes_6percent_SA_54_-affiliate,NC
901,,NASIRABAD,Not Contactable-Ringing No Response,Savings Account customizable - Wishfin,Deal4loans,NC
902,,Pune,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
903,",Trading Account",Warangal,Not Contactable-Language Barrier,Savings Account customizable,mailer_Dangleads_6percent_SA-affiliate,NC
904,",Trading Account",Ghaziabad,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
905,",Current Account",Faridabad,CDR disposition-Not Contactable,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
906,",Current Account",Pune,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
907,",Credit Card,Loans,Current Account",Hyderabad,Customer Disconnected,Yes First,YES_First_Savings,Customer Disconnected
908,,New Delhi,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_Luvia_70percent_SA_Pub8-affiliate,NC
909,",Current Account",Kharagpur,Not Contactable-Ringing No Response,Yes First,nativeads_yahoo_yesfirst,NC
910,,Mumbai,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
911,",Loans",Dehradun,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
912,"Business Credit Cards, Savings Account ,",Hyderabad,Not Contactable-Not reachable / Switched Off ,Current Account,YES_Bank_Current_Account_Brand_BMM_Mobile,NC
913,Saving Account,Mumbai,Not Contactable-Busy,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
914,,New Delhi,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
915,",Credit Card",Kolhapur,OCM disposition - Not contactable,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
916,",Credit Card",Nashik,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
917,",Trading Account",Kanpur,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
918,,Gurgaon,Not Contactable-Busy,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
919,",Trading Account",Noida,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
920,",Credit Card",Moradabad,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
921,",Loans",Kolkata,Not Contactable-Ringing No Response,Yes First,nativeads_yahoo_yesfirst,NC
922,",Loans",Aurangabad,Not Contactable-Not reachable / Switched Off ,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
923,",Credit Card,Loans,Current Account,Trading Account",Kanpur,Not Contactable-Busy,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
924,",Loans",Rewari,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Payment_Wallet-facebook,NC
925,,Pune,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
926,",Credit Card,Current Account",Hyderabad,Customer Disconnected,Savings Account customizable,mailer_netcore_6percent_SA_1004-affiliate,Customer Disconnected
927,Saving Account,Gurgaon,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
928,,Ahmadnagar,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
929,,Surat,OCM disposition - Not contactable,Yes First,nativeads_yahoo_yesfirst,NC
930,",Credit Card,Loans,Current Account,Trading Account",Palghar,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
931,",Loans",Faridabad,Not Contactable-Busy,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
932,",Trading Account",Aurangabad,Customer Disconnected,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,Customer Disconnected
933,,Indore,CDR disposition-Not Contactable,Savings Account customizable - Wishfin,Deal4loans,NC
934,,Kolkata,Customer Disconnected,Savings Account customizable - Wishfin,Deal4loans,Customer Disconnected
935,",Credit Card",Moradabad,Not Contactable-Not reachable / Switched Off ,Savings Account-fixed deposit,Yes_Bank_WC_Green_FD_Investment-facebook,NC
936,",Trading Account",Gorakhpur,Not Contactable-Ringing No Response,Savings Account customizable,mailer_Apoxy_6percent_SA-affiliate,NC
937,",Credit Card,Loans,Trading Account",Chikkamangaluru,Not Contactable-Language Barrier,Savings Account-fixed deposit,Yes_Bank_WC_FD_Competition-facebook,NC
938,",Trading Account",Chhindwara,Not Contactable-Busy,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
939,",Credit Card",Jaipur,Not Contactable-Wrong Number / Number does not exist,Yes First,YES_First_Savings,NC
940,,Bijnor,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
941,Saving Account,Hyderabad,Not Contactable-Ringing No Response,Yes First,nativeads_yahoo_yesfirst,NC
942,",Credit Card,Loans,Current Account,Trading Account",New Delhi,Not Contactable-Busy,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
943,",Credit Card",Ahmadnagar,Not Contactable-Ringing No Response,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
944,",Credit Card",Thane,Not Contactable-Number temporary Not in Service ,Savings Account-70 percent,mailer_valueleaf_70percent_SA-1139,NC
945,",Credit Card",Nashik,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Competition-facebook,NC
946,",Credit Card,Loans,Trading Account",Surat,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
947,",Loans",Ghaziabad,Not Contactable-Ringing No Response,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
948,,Surat,Not Contactable-Not reachable / Switched Off ,Savings Account-fixed deposit,Yes_Bank_WC_FD_Investment_Finance-facebook,NC
949,"Savings Account ,",Tiruppur,Not Contactable-Busy,Current Account,Current_Account_B2B,NC
